GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi),Speed (GPS)(km/h),Speed (OBD)(km/h),Fuel used (trip)(l),Fuel tank pressure(psi),Outside air temperature(°C),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Engine Oil Temperature(°C),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C)
-,09-4-2014 17:11:14.377,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,5.81,-,-,-,-,-,0,0,0,-,-,14.51,84.71,779.5,36,27.84,-,22,14.65,-,0,14.7,15,13,-,96.8,4.71,-,-,0,0.07,0,-17.78,0,0,0,-,36,-
-,09-4-2014 17:11:16.267,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,6.03,-,-,-,-,-,0,0,0,-,-,14.51,84.71,778.5,36,28.63,-,23,14.65,-,0,14.7,14.94,13,-,100.53,4.71,-,-,0,0.07,0,-17.78,0,0,0,-,36,-
-,09-4-2014 17:11:18.202,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.5,-,-,1.31,-,-,-,-,-,0,0,0,-,-,14.51,84.71,779,36,28.24,-,23,14.65,-,0,14.7,14.96,13,-,21.85,4.71,-,-,0,0.07,0,-17.78,0,0,0,-,36,-
-,09-4-2014 17:11:20.126,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,3.18,-,-,-,-,-,0,0,0,-,-,14.51,84.71,776.5,36,28.63,-,23,14.65,-,0.15,14.6,14.98,13,-,53.04,4.71,-,-,0,0.07,0,-17.78,0,0,0,-,36,-
-,09-4-2014 17:11:21.934,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.5,-,-,5.79,-,-,-,-,-,0,0,0,-,-,14.51,84.71,779,36,28.24,-,23,14.65,-,0,14.7,14.96,13,-,96.44,4.71,-,-,0,0.08,0,-17.78,0,0,0,-,36,-
-,09-4-2014 17:11:23.806,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,5.97,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780,36,27.84,-,23,14.65,-,0.15,14.7,14.98,13,-,99.49,4.71,-,-,0,0.08,0,-17.78,0,0,0,-,36,-
-,09-4-2014 17:11:25.810,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,5.5,-,-,-,-,-,0,0,0,-,-,14.51,84.71,784,36,27.84,-,23,14.65,-,0,14.7,14.92,13,-,91.68,4.71,-,-,0,0.08,0,-17.78,0,0,0,-,36,-
-,09-4-2014 17:11:27.821,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,5.67,-,-,-,-,-,0,0,0,-,-,14.51,84.71,779,37,27.84,-,23,14.65,-,0,14.7,15,13,-,94.54,4.71,-,-,0,0.09,0,-17.78,0,0,0,-,36,-
-,09-4-2014 17:11:29.757,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,0.99,-,-,-,-,-,0,0,0,-,-,14.51,84.71,782,37,27.45,-,23,14.65,-,0,14.7,14.98,13,-,16.42,4.71,-,-,0,0.09,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:31.500,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,3.16,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780.5,37,27.84,-,23,14.65,-,0,14.7,14.98,13,-,52.67,4.71,-,-,0,0.09,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:33.634,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,3.18,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780,37,27.84,-,23,14.65,-,0,14.6,14.96,14,-,53.04,4.71,-,-,0,0.09,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:35.749,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,2.1,-,-,-,-,-,0,0,0,-,-,14.51,84.71,784,37,28.24,-,23,14.65,-,0,14.6,14.94,14,-,35.03,4.71,-,-,0,0.09,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:37.652,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,6.08,-,-,-,-,-,0,0,0,-,-,14.51,84.71,782,37,27.84,-,23,14.65,-,0,14.6,14.96,14,-,101.38,4.71,-,-,0,0.09,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:39.655,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,4.68,-,-,-,-,-,0,0,0,-,-,14.51,84.71,781.5,37,27.84,-,23,14.65,-,0,14.6,15,14,-,77.94,4.71,-,-,0,0.1,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:41.692,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,3.75,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780,37,28.24,-,23,14.65,-,0,14.7,14.9,14,-,62.5,4.71,-,-,0,0.1,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:43.720,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,1.09,-,-,-,-,-,0,0,0,-,-,14.51,84.71,782,37,27.84,-,23,14.65,-,0,14.7,14.96,14,-,18.13,4.71,-,-,0,0.1,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:45.719,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,1.12,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780.5,37,27.84,-,23,14.65,-,0,14.7,14.96,14,-,18.62,4.71,-,-,0,0.1,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:47.743,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.5,-,-,0.64,-,-,-,-,-,0,0,0,-,-,14.51,84.71,781.5,38,28.24,-,23,14.65,-,0,14.7,14.96,14,-,10.62,4.71,-,-,0,0.1,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:49.641,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,5.16,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780.5,38,27.84,-,23,14.65,-,0.15,14.7,14.9,14,-,85.94,4.71,-,-,0,0.1,0,-17.78,0,0,0,-,37,-
-,09-4-2014 17:11:51.595,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,0.37,-,-,-,-,-,0,0,0,-,-,14.51,84.71,782.5,38,27.84,-,23,14.65,-,0,14.7,14.96,14,-,6.23,4.71,-,-,0,0.1,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:11:53.486,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,1.97,-,-,-,-,-,0,0,0,-,-,14.51,84.71,784,38,27.45,-,23,14.65,-,0,14.7,15,14,-,32.84,4.71,-,-,0,0.1,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:11:55.486,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,5.97,-,-,-,-,-,0,0,0,-,-,14.51,84.71,778,38,27.84,-,23,14.65,-,0,14.7,14.96,14,-,99.49,4.71,-,-,0,0.11,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:11:57.376,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,6.14,-,-,-,-,-,0,0,0,-,-,14.51,84.71,779,38,27.45,-,23,14.65,-,0,14.7,15,14,-,102.36,4.71,-,-,0,0.11,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:11:59.311,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,4.63,-,-,-,-,-,0,0,0,-,-,14.51,84.71,777.5,38,27.84,-,23,14.65,-,0,14.7,14.96,14,-,77.09,4.71,-,-,0,0.11,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:12:01.349,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,3.37,-,-,-,-,-,0,0,0,-,-,14.51,84.71,778,38,28.24,-,23,14.65,-,0,14.6,14.94,14,-,56.09,4.71,-,-,0,0.11,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:12:03.308,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,4.79,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780.5,38,27.84,-,23,14.65,-,0,14.7,14.92,14,-,79.83,4.71,-,-,0,0.12,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:12:05.236,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,2.92,-,-,-,-,-,0,0,0,-,-,14.51,84.71,776.5,38,27.84,-,23,14.65,-,0,14.6,14.98,14,-,48.65,4.71,-,-,0,0.12,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:12:07.236,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,1.86,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780.5,38,28.24,-,23,14.65,-,0,14.7,14.98,14,-,31.01,4.71,-,-,0,0.12,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:12:09.165,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,1.76,-,-,-,-,-,0,0,0,-,-,14.51,84.71,779.5,38,28.24,-,23,14.65,-,0,14.7,14.98,14,-,29.3,4.71,-,-,0,0.12,0,-17.78,0,0,0,-,38,-
-,09-4-2014 17:12:10.978,-,-,-,-,-,-,0.41,6.66,7.78,0.06,14.65,-,-,1.11,-,-,-,-,-,0,0,0,-,-,14.51,84.71,780,38,28.24,-,23,14.65,-,0,14.7,15,14,-,18.43,4.71,-,-,0,0.12,0,-17.78,0,0,0,-,38,-
