GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi),Speed (GPS)(km/h),Speed (OBD)(km/h),Fuel used (trip)(l),Fuel tank pressure(psi),Outside air temperature(°C),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Engine Oil Temperature(°C),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C)
-,28-3-2014 17:40:22.297,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,-,-,-,-,-,-,-,-,0,-,-,-,-,-,18.82,1415.75,80,-,-,29,3.05,-,-11.65,-,-,28,57.65,-,-,-,-,39,-,-,-,0,0.08,0,-,-,-
-,28-3-2014 17:40:25.185,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,-,-,-,-,-,-,-,-,29.02,57,0,18.82,48,19.61,19.22,1405,80,14.12,0.01,29,2.9,-,-11.6,14,13.99,28,57.65,-,8.24,43.95,-,38,0,-,-,2,2.6,0,-,-,-
-,28-3-2014 17:40:28.094,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,-,-,1.04,-,-,-,-,-,32.83,57,0,19.61,48,19.22,18.43,971.25,80,18.43,0.04,29,3.19,-,-11.31,14,13.83,28,54.9,17.36,9.41,44.38,-,28,0,-,-,5,5.55,0,-,-,-
-,28-3-2014 17:40:31.026,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,-,-,1.47,-,-,-,-,-,17.11,57,0,19.61,48,19.22,20.78,900.75,81,30.98,0.05,29,4.21,-,-10.3,14,13.96,28,49.41,24.55,10.2,42.64,-,10,0,-,-,8,8.43,0,-,-,-
-,28-3-2014 17:40:32.818,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,23.53,-,1.41,-,-,-,-,-,6.4,57,0,20.78,48,23.14,20,775,81,33.33,0.06,29,5.08,-,-9.43,14,14.04,28,50.2,23.45,9.8,52.21,-,1,0,-,-,10,10.29,0,-,-,-
-,28-3-2014 17:40:34.590,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,26.67,1.79,2.76,-,-,-,2.41,-,0.33,57,0,25.88,48,24.71,25.49,1258.5,81,35.69,0.06,29,8.27,13.61,-6.24,14,14.06,28,56.08,46.05,15.69,41.77,-,5,0,-,-,12,12.13,0,-,-,-
-,28-3-2014 17:40:36.446,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,30.59,6.02,3.79,-,-,-,8.08,-,1.19,58,0,29.02,48,26.27,28.24,1537.25,81,40,0.06,29,8.27,37.41,-6.24,14,14.06,28,58.04,63.23,18.82,43.95,-,11,0.01,-,-,13,13.92,0,-,-,-
-,28-3-2014 17:40:38.197,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,34.51,6.83,5.31,-,-,-,9.15,-,1.86,58,0,30.59,48,25.88,30.59,2037.25,81,41.57,0.07,28,8.27,31.99,-6.24,14,13.96,28,55.69,88.56,20.39,45.69,-,16,0.01,-,-,15,15.71,0,-,-,-
-,28-3-2014 17:40:40.062,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,23.14,7.53,3.49,-,-,-,10.1,-,4.13,58,0,27.06,49,23.53,26.67,1721.5,81,31.37,0.08,28,7.69,41.8,-6.82,14,13.96,28,54.51,58.11,16.47,44.82,-,20,0.01,-,-,17,17.51,0,-,-,-
-,28-3-2014 17:40:41.810,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,10.98,1.81,1.46,-,-,-,2.43,-,12.34,58,0,20,49,19.22,20,1539.75,81,14.9,0.09,28,3.05,11.24,-11.46,14,13.97,28,55.69,24.3,9.8,44.38,-,21,0.01,-,-,19,19.3,0,-,-,-
-,28-3-2014 17:40:43.581,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,11.76,1.81,1.44,-,-,-,2.43,-,13.09,58,0,20.39,49,19.61,20.39,1448,81,16.08,0.1,29,3.05,11.24,-11.46,14,13.98,28,54.12,24.06,9.8,40.9,-,20,0.01,-,-,21,21.05,0,-,-,-
-,28-3-2014 17:40:45.450,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,14.12,-,1.43,-,-,-,-,-,12.63,59,0,21.18,49,21.96,20.39,1371.25,81,16.86,0.11,29,3.19,-,-11.31,14,13.96,28,53.73,23.76,10.59,43.08,-,18,0.01,-,-,22,22.93,0,-,-,-
-,28-3-2014 17:40:47.120,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,11.37,-,1.39,-,-,-,-,-,11.63,59,0,20,49,19.61,20,1356,81,16.47,0.12,29,3.34,-,-11.17,14,13.97,28,55.29,23.21,9.41,43.51,-,17,0.01,-,-,24,24.68,0,-,-,-
-,28-3-2014 17:40:48.955,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,11.76,-,1.28,-,-,-,-,-,11.96,59,0,19.61,49,19.22,19.61,1267.5,81,16.86,0.12,29,3.19,-,-11.31,13.9,13.98,28,55.29,21.32,9.41,43.51,-,17,0.01,-,-,26,26.41,0,-,-,-
-,28-3-2014 17:40:50.740,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,11.37,-,1.22,-,-,-,-,-,12.57,59,0,18.82,49,19.22,19.22,1187.75,81,16.86,0.13,29,3.19,-,-11.31,13.9,13.99,28,55.29,20.28,8.63,43.95,-,16,0.02,-,-,28,28.2,0,-,-,-
-,28-3-2014 17:40:52.504,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,15.29,-,1.25,-,-,-,-,-,11.55,59,0,19.61,49,19.22,19.61,1067,81,20,0.14,29,3.48,-,-11.02,14,13.96,28,56.08,20.77,9.41,43.95,-,15,0.02,-,-,29,30,0,-,-,-
-,28-3-2014 17:40:54.288,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,17.25,-,1.41,-,-,-,-,-,9.54,59,0,20,49,19.22,20,939,81,25.88,0.15,29,4.21,-,-10.3,14,13.98,28,56.08,23.57,9.8,42.21,-,13,0.02,-,-,31,31.79,0,-,-,-
-,28-3-2014 17:40:55.991,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,17.65,-,1.44,-,-,-,-,-,8.15,59,0,20,49,19.22,20,956,81,26.27,0.15,29,4.5,-,-10.01,13.9,13.97,28,56.08,23.94,9.8,43.95,-,12,0.02,-,-,33,33.51,0,-,-,-
-,28-3-2014 17:40:57.703,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.43,-,-,-,-,-,7.54,60,0,20,49,19.22,20,927.75,81,27.45,0.16,29,4.5,-,-10.01,13.9,13.96,28,56.08,23.88,9.8,44.38,-,12,0.02,-,-,35,35.22,0,-,-,-
-,28-3-2014 17:40:59.416,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,19.61,-,1.49,-,-,-,-,-,7.24,60,0,20.78,49,19.22,20.39,893.5,81,30.2,0.16,29,4.64,-,-9.86,13.9,13.91,28,56.08,24.85,10.2,43.95,-,9,0.02,-,-,36,36.92,0,-,-,-
-,28-3-2014 17:41:01.227,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,19.61,-,1.4,-,-,-,-,-,5.77,60,0,20,49,19.22,20,799.5,81,31.76,0.17,29,5.22,-,-9.28,14,13.95,28,53.33,23.39,9.41,43.51,-,3,0.02,-,-,38,38.71,0,-,-,-
-,28-3-2014 17:41:02.928,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,19.61,-,1.31,-,-,-,-,-,2.06,60,0,19.61,49,19.22,19.61,782.75,80,30.2,0.17,29,4.93,-,-9.57,14,14.01,28,52.94,21.81,9.41,52.21,-,0,0.02,-,-,40,39.88,0.57,-,-,-
-,28-3-2014 17:41:04.585,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.29,-,-,-,-,-,0,60,0,19.22,49,19.61,19.22,777.5,80,30.2,0.17,29,4.93,-,-9.57,13.9,14.07,28,54.51,21.44,9.02,51.34,-,0,0.02,-,-,42,39.88,2.26,-,-,-
-,28-3-2014 17:41:06.449,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.82,-,1.25,-,-,-,-,-,0,60,0,19.22,49,19.22,19.22,765.75,80,29.8,0.17,29,4.79,-,-9.72,14,13.99,28,55.69,20.83,9.02,52.21,-,0,0.02,-,-,43,39.88,4,-,-,-
-,28-3-2014 17:41:08.240,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,-,-,-,-,-,0,60,0,19.22,49,19.22,19.22,760.5,80,29.41,0.17,29,4.79,-,-9.72,14,13.96,28,56.47,19.98,8.63,51.34,-,0,0.02,-,-,45,39.88,5.81,-,-,-
-,28-3-2014 17:41:09.941,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,19.22,-,1.22,-,-,-,-,-,0,60,0,19.22,49,19.61,19.22,747.75,80,30.2,0.17,29,4.79,-,-9.72,14,14.01,28,56.47,20.28,9.02,50.91,-,0,0.02,-,-,47,39.88,7.59,-,-,-
-,28-3-2014 17:41:11.728,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.23,-,-,-,-,-,0,60,0,19.22,49,19.22,19.22,742.5,80,30.2,0.17,29,4.79,-,-9.72,14,13.96,28,56.47,20.47,9.02,52.21,-,0,0.02,-,-,49,39.88,9.34,-,-,-
-,28-3-2014 17:41:13.512,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.2,-,-,-,-,-,0,60,0,19.22,49,19.22,19.22,749.75,81,29.02,0.17,29,4.79,-,-9.72,13.9,13.97,28,56.47,19.98,8.63,51.78,-,0,0.02,-,-,51,39.88,11.15,-,-,-
-,28-3-2014 17:41:15.420,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.82,-,1.2,-,-,-,-,-,0,60,0,19.22,49,19.22,19.22,748.75,81,30.59,0.17,29,4.79,-,-9.72,13.9,13.95,28,56.08,19.98,9.02,51.34,-,0,0.02,-,-,52,39.88,12.99,-,-,-
-,28-3-2014 17:41:17.172,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.23,-,-,-,-,-,0,60,0,19.22,49,19.61,19.22,761.25,81,29.41,0.17,29,4.79,-,-9.72,14,13.92,28,56.08,20.53,9.02,52.21,-,0,0.02,-,-,54,39.88,14.81,-,-,-
-,28-3-2014 17:41:18.946,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.2,-,-,-,-,-,0,61,0,19.22,49,19.22,19.22,744.25,81,29.02,0.17,29,4.79,-,-9.72,14,13.93,28,56.08,19.92,8.63,52.21,-,0,0.03,-,-,56,39.88,16.57,-,-,-
-,28-3-2014 17:41:20.648,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.82,-,1.25,-,-,-,-,-,0,61,0,19.22,49,19.22,19.22,754.75,81,30.2,0.17,29,4.93,-,-9.57,14,14,28,56.08,20.77,9.02,51.34,-,0,0.03,-,-,58,39.88,18.31,-,-,-
-,28-3-2014 17:41:22.447,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.21,-,-,-,-,-,0,61,0,19.22,49,19.22,19.22,747.25,81,29.41,0.17,29,4.93,-,-9.57,14,14.03,28,56.08,20.22,8.63,51.78,-,0,0.03,-,-,59,39.88,20.02,-,-,-
-,28-3-2014 17:41:24.231,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.82,-,1.2,-,-,-,-,-,0,61,0,19.22,49,19.22,19.22,756,81,29.02,0.17,29,4.79,-,-9.72,14,14.01,28,56.08,19.92,9.02,51.34,-,0,0.03,-,-,61,39.88,21.82,-,-,-
-,28-3-2014 17:41:26.025,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,-,-,-,-,-,0,61,0,19.22,49,19.22,19.22,748.5,81,29.41,0.17,29,4.79,-,-9.72,14,14.01,28,56.08,20.04,9.02,50.91,-,0,0.03,-,-,63,39.88,23.63,-,-,-
-,28-3-2014 17:41:27.758,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.21,-,-,-,-,-,0,61,0,19.22,49,19.22,19.22,755.25,81,29.41,0.17,29,4.93,-,-9.57,14,13.9,28,56.08,20.16,9.02,52.65,-,0,0.03,-,-,65,39.88,25.41,-,-,-
-,28-3-2014 17:41:29.493,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.19,-,-,-,-,-,0,61,0,19.22,49,19.61,19.22,754,81,29.41,0.17,29,4.79,-,-9.72,13.9,13.93,28,56.08,19.8,8.63,52.21,-,0,0.03,-,-,67,39.88,27.17,-,-,-
-,28-3-2014 17:41:31.382,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,19.22,-,1.24,-,-,-,-,-,0,61,0,19.22,49,19.22,19.22,746.5,81,30.59,0.17,29,4.93,-,-9.57,14,13.99,28,56.08,20.65,9.02,52.65,-,0,0.03,-,-,68,39.88,28.9,-,-,-
-,28-3-2014 17:41:33.159,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.19,-,-,-,-,-,0,61,0,19.22,49,19.22,19.22,752.75,82,29.02,0.17,29,4.79,-,-9.72,13.9,13.95,28,56.08,19.86,8.63,53.52,-,0,0.03,-,-,70,39.88,30.78,-,-,-
-,28-3-2014 17:41:34.939,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,-,-,-,-,-,0,61,0,19.22,49,19.61,19.22,750.25,82,29.8,0.17,29,4.93,-,-9.57,14,13.96,28,56.08,19.98,8.63,53.08,-,0,0.03,-,-,72,39.88,32.56,-,-,-
-,28-3-2014 17:41:36.808,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,-,-,-,-,-,0,61,0,19.22,49,19.61,19.22,748.5,82,29.41,0.17,29,4.79,-,-9.72,14,13.97,28,56.08,20.04,8.63,51.78,-,0,0.03,-,-,74,39.88,34.38,-,-,-
-,28-3-2014 17:41:38.692,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.82,-,1.21,-,-,-,-,-,0,61,0,19.22,49,19.61,19.22,743.5,82,29.8,0.17,29,4.79,-,-9.72,14,14.04,28,56.08,20.16,9.02,53.08,-,0,0.03,-,-,76,39.88,36.25,-,-,-
-,28-3-2014 17:41:40.546,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.21,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,746.5,82,29.8,0.17,30,4.79,-,-9.72,13.9,13.95,28,56.08,20.16,9.02,53.08,-,0,0.03,-,-,77,39.88,38.09,-,-,-
-,28-3-2014 17:41:42.432,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.2,-,-,-,-,-,0,62,0,19.22,49,19.61,19.22,743,82,29.02,0.17,30,4.79,-,-9.72,14,13.95,28,56.08,19.92,8.63,53.52,-,0,0.03,-,-,79,39.88,39.97,-,-,-
-,28-3-2014 17:41:44.240,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,-,-,-,-,-,0,62,0,19.22,49,19.61,19.22,750.25,82,29.41,0.17,30,4.79,-,-9.72,14,13.98,28,56.08,19.92,8.63,52.65,-,0,0.03,-,-,81,39.88,41.79,-,-,-
-,28-3-2014 17:41:46.117,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.19,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,753.25,82,29.02,0.17,30,4.93,-,-9.57,13.9,13.95,28,56.08,19.86,8.63,52.21,-,0,0.03,-,-,83,39.88,43.67,-,-,-
-,28-3-2014 17:41:47.920,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,736.5,82,30.59,0.17,30,4.93,-,-9.57,13.9,13.97,28,56.08,19.92,8.63,53.52,-,0,0.04,-,-,85,39.88,45.46,-,-,-
-,28-3-2014 17:41:49.762,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,761.25,82,29.41,0.17,30,4.93,-,-9.57,13.9,13.99,28,56.08,19.98,8.63,53.52,-,0,0.04,-,-,87,39.88,47.35,-,-,-
-,28-3-2014 17:41:51.508,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,747.25,83,29.41,0.17,30,4.93,-,-9.57,14,13.96,28,56.08,19.86,8.63,54.39,-,0,0.04,-,-,88,39.88,49.09,-,-,-
-,28-3-2014 17:41:53.393,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,757,83,29.02,0.17,30,4.93,-,-9.57,14,13.96,28,56.08,19.8,8.63,54.39,-,0,0.04,-,-,90,39.88,50.91,-,-,-
-,28-3-2014 17:41:55.238,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.43,-,1.19,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,754.5,83,29.8,0.17,30,4.79,-,-9.72,14,14.01,28,56.08,19.86,9.02,53.08,-,0,0.04,-,-,92,39.88,52.79,-,-,-
-,28-3-2014 17:41:57.018,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.2,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,752,83,29.41,0.17,30,4.93,-,-9.57,14,14.02,28,56.08,19.92,8.63,54.39,-,0,0.04,-,-,94,39.88,54.62,-,-,-
-,28-3-2014 17:41:58.916,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,-,-,-,-,-,0,62,0,19.22,49,19.61,19.22,747,83,29.8,0.17,30,4.93,-,-9.57,14,13.99,28,56.08,19.8,8.63,53.52,-,0,0.04,-,-,96,39.88,56.44,-,-,-
-,28-3-2014 17:42:00.784,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.18,-,-,-,-,-,0,62,0,19.22,49,19.22,19.22,751.25,83,28.63,0.17,30,4.79,-,-9.72,14,13.99,28,56.08,19.74,8.63,53.95,-,0,0.04,-,-,98,39.88,58.31,-,-,-
-,28-3-2014 17:42:02.704,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,-,-,-,-,-,0,63,0,19.22,49,19.22,19.22,760.75,83,29.02,0.17,30,4.79,-,-9.72,14,13.98,28,56.08,19.8,8.63,54.39,-,0,0.04,-,-,100,39.88,60.24,-,-,-
-,28-3-2014 17:42:04.511,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,-,-,-,-,-,0,63,0,19.22,49,19.61,19.22,750.75,83,29.02,0.17,30,4.93,-,-9.57,13.8,14.02,28,56.08,19.8,8.63,54.82,-,0,0.04,-,-,101,39.88,62.1,-,-,-
-,28-3-2014 17:42:06.255,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.18,-,-,-,-,-,0,63,0,19.22,49,19.22,19.22,742,83,29.41,0.17,30,4.79,-,-9.72,13.9,13.93,28,56.08,19.74,8.63,54.39,-,0,0.04,-,-,103,39.88,63.82,-,-,-
-,28-3-2014 17:42:08.161,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.18,-,-,-,-,-,0,63,0,18.82,49,19.61,18.82,761,83,29.02,0.17,30,4.93,-,-9.57,14,13.95,28,56.08,19.74,8.63,52.65,-,0,0.04,-,-,105,39.88,65.73,-,-,-
-,28-3-2014 17:42:09.926,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.2,-,-,-,-,-,0,63,0,19.22,49,19.22,19.22,752.25,83,29.02,0.17,30,4.79,-,-9.72,13.9,13.85,28,56.08,19.92,8.63,52.65,-,0,0.04,-,-,107,39.88,67.52,-,-,-
-,28-3-2014 17:42:11.773,-,-,-,-,-,-,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,-,-,-,-,-,0,63,0,18.82,49,19.22,18.82,755.5,83,28.63,0.17,30,4.79,-,-9.72,13.9,14.01,28,56.08,19.8,8.63,54.82,-,0,0.04,-,-,109,39.88,69.34,-,-,-
Fri Mar 28 17:46:41 KST 2014,28-3-2014 17:42:13.683,127.1096878,37.36325178,0,30,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.18,-,-,-,-,-,0,63,0,18.82,49,19.22,18.82,739.25,83,29.02,0.17,30,4.79,-,-9.72,13.9,13.88,28,56.08,19.61,8.63,54.39,-,0,0.04,-,-,111,39.88,71.27,-,-,-
Fri Mar 28 17:46:42 KST 2014,28-3-2014 17:42:15.466,127.1096878,37.36325178,0,30,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.18,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,742.5,83,29.41,0.17,30,4.93,-,-9.57,13.9,13.88,28,56.08,19.74,8.63,54.39,0,0,0.04,-,-,112,39.88,73.04,-,-,-
Fri Mar 28 17:46:43 KST 2014,28-3-2014 17:42:17.303,127.1096878,37.36325178,0,45,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.2,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,753.5,83,29.41,0.17,30,4.79,-,-9.72,14,13.95,28,56.08,19.98,8.63,54.39,0,0,0.04,-,-,114,39.88,74.8,-,-,-
Fri Mar 28 17:46:43 KST 2014,28-3-2014 17:42:19.106,127.1096878,37.36325178,0,45,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,753,83,29.41,0.17,30,4.93,-,-9.57,14,13.95,28,56.08,19.92,8.63,54.39,0,0,0.05,-,-,116,39.88,76.67,-,-,-
Fri Mar 28 17:46:43 KST 2014,28-3-2014 17:42:21.041,127.1096878,37.36325178,0,45,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.19,37.36,127.11,71,-,0,0,63,0,19.22,49,19.61,19.22,751,83,29.41,0.17,30,4.79,-,-9.72,14,13.98,28,56.08,19.86,8.63,53.95,0,0,0.05,-,-,118,39.88,78.62,-,-,-
Fri Mar 28 17:46:43 KST 2014,28-3-2014 17:42:22.820,127.1096878,37.36325178,0,45,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,749.75,83,29.02,0.17,30,4.79,-,-9.72,14,14.03,28,56.08,19.92,8.63,53.52,0,0,0.05,-,-,120,39.88,80.41,-,-,-
Fri Mar 28 17:46:51 KST 2014,28-3-2014 17:42:24.667,127.1096162,37.36344304,0,25,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,63,0,19.22,49,19.61,19.22,744.25,83,29.41,0.17,30,4.93,-,-9.57,14.1,13.95,28,56.08,19.98,8.63,54.39,-,0,0.05,-,-,122,39.88,82.23,-,-,-
Fri Mar 28 17:46:53 KST 2014,28-3-2014 17:42:26.526,127.1096162,37.36344304,0,35,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,754.75,83,29.41,0.17,30,4.79,-,-9.72,14,13.99,28,56.08,19.86,8.63,53.52,0,0,0.05,-,-,124,39.88,84.56,-,-,-
Fri Mar 28 17:46:54 KST 2014,28-3-2014 17:42:28.388,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.61,19.22,756.25,83,29.8,0.17,30,4.79,-,-9.72,14,13.96,28,56.08,19.98,8.63,54.39,0,0,0.05,-,-,125,39.88,85.91,-,-,-
Fri Mar 28 17:46:54 KST 2014,28-3-2014 17:42:30.169,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,751,83,29.8,0.17,30,4.79,-,-9.72,14,14.04,28,56.08,19.98,8.63,53.52,0,0,0.05,-,-,127,39.88,87.73,-,-,-
Fri Mar 28 17:46:54 KST 2014,28-3-2014 17:42:32.000,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,755.25,83,29.41,0.17,30,4.79,-,-9.72,14,14,28,56.08,19.98,8.63,53.95,0,0,0.05,-,-,129,39.88,89.6,-,-,-
Fri Mar 28 17:46:54 KST 2014,28-3-2014 17:42:33.921,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.61,19.22,756,83,29.41,0.17,30,4.79,-,-9.72,14,13.98,28,56.08,19.98,8.63,53.95,0,0,0.05,-,-,131,39.88,91.4,-,-,-
Fri Mar 28 17:47:02 KST 2014,28-3-2014 17:42:35.729,127.1096162,37.36344304,0,30,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,746,83,29.41,0.17,30,4.93,-,-9.57,14,13.87,28,56.08,19.98,8.63,54.39,-,0,0.05,-,-,133,39.88,93.33,-,-,-
Fri Mar 28 17:47:04 KST 2014,28-3-2014 17:42:37.528,127.1096162,37.36344304,0,30,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,754,83,29.02,0.17,30,4.93,-,-9.57,14,13.97,28,56.08,19.98,8.63,54.39,0,0,0.05,-,-,135,39.88,95.52,-,-,-
Fri Mar 28 17:47:05 KST 2014,28-3-2014 17:42:39.324,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.18,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,753.5,83,28.63,0.17,30,4.93,-,-9.57,13.9,13.9,28,56.08,19.74,8.63,54.82,0,0,0.05,-,-,136,39.88,96.94,-,-,-
Fri Mar 28 17:47:05 KST 2014,28-3-2014 17:42:41.149,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.18,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,749.75,83,29.41,0.17,30,4.79,-,-9.72,13.9,14,28,56.08,19.67,8.63,53.95,0,0,0.05,-,-,138,39.88,98.75,-,-,-
