GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi),Speed (GPS)(km/h),Speed (OBD)(km/h),Fuel used (trip)(l),Fuel tank pressure(psi),Outside air temperature(°C),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Engine Oil Temperature(°C),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C)
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:35.858,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,13.33,1.03,1.39,37.36,127.11,71,1.38,0,7.76,73,0,19.61,55,21.57,20,1207.25,82,19.61,1.09,28,3.34,5.98,-11.17,14,13.98,27,52.55,23.21,9.41,43.95,0,9,0.2,-,-,313,193.32,119.99,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:37.803,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,11.37,-,1.24,37.36,127.11,71,-,0,6.52,73,0,18.82,55,19.61,18.82,1196.5,82,14.51,1.1,28,5.8,-,-8.7,14,13.93,27,52.55,20.71,8.63,45.25,0,8,0.2,-,-,315,195.17,119.99,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:39.538,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.82,-,1.29,37.36,127.11,71,-,0,5.6,73,0,20,55,19.22,20,941.25,82,25.88,1.1,29,3.77,-,-10.73,13.8,13.99,27,52.55,21.44,9.8,43.51,0,8,0.2,-,-,317,197.05,119.99,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:41.305,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.32,37.36,127.11,71,-,0,5.46,73,0,19.22,55,19.22,19.61,770.5,82,31.76,1.1,29,4.93,-,-9.57,13.9,13.93,27,50.59,21.99,9.02,43.51,0,4,0.2,-,-,318,198.81,119.99,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:43.064,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,19.22,-,1.29,37.36,127.11,71,-,0,2.8,73,0,19.22,55,19.22,19.22,788,82,29.8,1.1,29,4.79,-,-9.72,14,13.93,27,48.63,21.44,9.02,60.48,0,0,0.2,-,-,320,199.96,120.57,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:44.920,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,17.65,-,1.21,37.36,127.11,71,-,0,0,73,0,19.22,55,19.22,19.22,774.75,82,28.24,1.1,29,4.64,-,-9.86,14,13.9,27,48.24,20.22,8.63,59.61,0,0,0.2,-,-,322,199.96,122.36,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:46.767,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,23.14,0.34,3.03,37.36,127.11,71,0.45,0,0,73,0,25.49,55,23.92,25.88,1304.25,82,38.04,1.1,29,8.27,2.46,-6.24,14,14.01,27,50.2,50.5,15.69,53.95,0,2,0.21,-,-,324,200.52,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:48.628,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,13.73,2.97,1.5,37.36,127.11,71,3.98,0,1.2,73,0,19.22,55,19.22,20,1030,82,24.71,1.11,29,4.5,27.54,-10.01,13.9,14.02,27,54.51,25.03,9.02,43.51,0,7,0.21,-,-,326,202.48,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:50.470,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,27.84,0.72,1.4,37.36,127.11,71,0.97,0,4.5,73,0,24.71,55,24.31,20,1058.75,82,21.96,1.11,29,4.5,6.5,-10.01,14,14.02,27,55.29,23.33,14.12,43.95,0,8,0.21,-,-,327,204.26,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:52.374,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,14.12,2.8,2.17,37.36,127.11,71,3.75,0,3.32,73,0,21.96,55,22.35,21.57,1509.5,83,18.82,1.11,29,7.11,17.71,-7.4,13.9,14.02,27,57.65,36.12,11.37,44.38,0,11,0.21,-,-,329,206.19,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:54.146,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,14.12,2.21,2.22,37.36,127.11,71,2.96,0,4.46,73,0,22.75,55,22.35,22.75,1617.25,83,21.57,1.12,28,4.5,13.04,-10.01,14,13.98,27,58.82,36.97,12.55,43.51,0,13,0.21,-,-,331,208.02,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:55.963,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,10.98,1.3,1.27,37.36,127.11,71,1.74,0,9.23,73,0,18.43,56,19.61,18.04,1174,83,17.25,1.13,28,3.19,10.53,-11.31,14,13.96,27,55.69,21.14,7.84,43.08,0,14,0.21,-,-,333,209.76,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:57.826,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,12.55,1.3,1.06,37.36,127.11,71,1.74,0,11.85,74,0,19.22,56,19.61,18.82,1107,83,16.86,1.13,29,3.19,10.53,-11.31,13.9,13.98,27,52.16,17.73,8.63,43.51,0,14,0.21,-,-,335,211.63,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:45:59.576,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,15.69,-,1.3,37.36,127.11,71,-,0,9.66,74,0,19.61,56,19.61,19.61,961.5,83,23.92,1.14,29,3.92,-,-10.59,13.9,13.94,27,51.37,21.75,9.41,42.64,0,13,0.21,-,-,337,213.45,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:01.371,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,15.69,-,1.35,37.36,127.11,71,-,0,8.65,74,0,19.61,56,19.61,19.61,978.5,83,24.31,1.15,29,4.06,-,-10.44,13.9,13.98,27,56.08,22.54,9.41,43.95,0,13,0.21,-,-,338,215.15,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:03.107,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,16.08,1.27,1.35,37.36,127.11,71,1.7,0,8.65,74,0,19.61,56,19.61,19.61,977.5,83,24.31,1.15,29,4.21,12.38,-10.3,13.9,13.95,27,58.04,22.54,9.41,43.08,0,14,0.21,-,-,340,216.95,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:04.903,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,16.08,1.27,1.34,37.36,127.11,71,1.7,0,9.37,74,0,19.61,56,19.61,19.61,982.5,83,24.31,1.16,29,4.21,12.38,-10.3,13.9,13.89,27,57.25,22.42,9.41,43.95,0,13,0.21,-,-,342,218.69,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:06.737,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,16.86,-,1.4,37.36,127.11,71,-,0,8.38,74,0,20,56,20.39,20,939.75,83,26.27,1.17,29,4.35,-,-10.15,14,13.92,27,57.65,23.27,9.41,42.64,0,12,0.21,-,-,344,220.53,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:08.561,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,15.69,1.14,1.34,37.36,127.11,71,1.52,0,8.05,74,0,19.61,56,19.61,19.61,982.25,83,23.53,1.17,29,4.21,11.05,-10.3,13.9,13.96,27,50.98,22.35,9.41,44.38,0,13,0.22,-,-,346,222.39,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:10.435,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,29.02,1.21,1.25,37.36,127.11,71,1.62,0,9.33,74,0,25.88,56,23.92,24.31,1179.5,83,18.82,1.18,29,4.06,9.79,-10.44,14,14,27,51.37,20.89,15.69,43.95,0,14,0.22,-,-,347,224.26,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:12.279,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,10.59,2.81,3.13,37.36,127.11,71,3.77,0,4.02,74,0,20.39,56,21.18,26.27,1464,83,34.51,1.19,29,7.69,18.32,-6.82,14,14.06,27,58.82,52.2,11.37,43.95,0,16,0.22,-,-,349,226.1,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:14.047,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,10.98,2.81,1.24,37.36,127.11,71,3.77,0,11.59,74,0,18.82,56,19.22,19.22,1269.75,83,15.69,1.2,29,3.19,18.32,-11.31,13.9,13.97,27,61.18,20.71,8.63,44.38,0,16,0.22,-,-,351,227.9,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:15.914,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,10.98,-,1.08,37.36,127.11,71,-,0,13.36,74,0,18.43,56,19.22,18.43,1136.25,83,16.08,1.2,29,3.19,-,-11.31,13.9,13.95,27,56.86,17.97,8.24,43.51,0,14,0.22,-,-,353,229.7,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:17.794,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,16.47,-,1.25,37.36,127.11,71,-,0,10.11,74,0,19.61,56,19.61,19.22,1000.5,83,21.96,1.21,29,3.63,-,-10.88,13.9,13.93,27,51.37,20.77,9.41,44.38,0,13,0.22,-,-,355,231.58,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:19.646,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,17.65,-,1.38,37.36,127.11,71,-,0,8.49,74,0,20,56,21.18,20,927.75,83,26.67,1.22,29,4.35,-,-10.15,13.9,13.95,27,54.12,22.96,9.8,44.38,0,11,0.22,-,-,357,233.45,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:21.642,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,10.98,-,1.7,37.36,127.11,71,-,0,5.83,74,0,18.82,56,19.22,18.43,1244.75,83,16.08,1.22,29,4.79,-,-9.72,14,13.99,27,56.08,28.32,8.63,45.25,0,10,0.22,-,-,359,235.42,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:23.500,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,14.9,-,1.19,37.36,127.11,71,-,0,7.58,74,0,19.22,56,19.61,19.22,1099,84,18.82,1.23,29,3.48,-,-11.02,14,13.96,27,52.55,19.8,9.02,43.51,0,9,0.22,-,-,360,237.29,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:25.355,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.4,37.36,127.11,71,-,0,5.8,74,0,19.61,56,19.61,19.61,828.5,84,30.2,1.23,29,5.08,-,-9.43,13.9,13.96,27,48.63,23.27,9.02,43.95,0,2,0.22,-,-,362,239.24,123.63,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:27.306,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.33,37.36,127.11,71,-,0,1.35,74,0,19.22,56,19.61,19.61,778.5,83,30.98,1.23,29,4.93,-,-9.57,13.8,13.9,27,46.67,22.17,9.02,60.48,0,0,0.22,-,-,364,240.5,124.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:29.120,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,20.39,-,1.17,37.36,127.11,71,-,0,0,74,0,19.61,56,19.61,19.22,769,84,28.63,1.23,29,4.5,-,-10.01,13.9,13.95,27,50.2,19.43,9.41,56.56,0,0,0.22,-,-,366,240.5,126.06,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:30.979,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.41,37.36,127.11,71,-,0,0,74,0,18.82,56,19.61,19.22,748,84,32.16,1.23,29,5.22,-,-9.28,13.9,13.87,27,52.16,23.45,8.63,58.74,0,0,0.22,-,-,368,240.5,127.92,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:32.780,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,0.09,1.23,37.36,127.11,71,0.12,0,0,74,0,19.22,57,19.61,19.22,755,84,29.41,1.23,29,5.08,1.14,-9.43,14,14,27,52.16,20.47,8.63,54.39,0,1,0.23,-,-,370,241.04,129.14,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:34.658,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,17.65,0.09,1.28,37.36,127.11,71,0.12,0,0.71,74,0,18.82,57,19.22,19.22,756,84,30.59,1.23,29,5.08,1.14,-9.43,14,14.06,27,51.76,21.26,8.63,44.82,0,1,0.23,-,-,372,242.93,129.14,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:36.437,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,19.61,-,1.15,37.36,127.11,71,-,0,0.78,74,0,19.61,57,19.22,19.22,766.75,84,27.84,1.23,29,4.64,-,-9.86,13.9,13.88,27,52.55,19.25,9.02,54.39,0,0,0.23,-,-,373,244.18,129.76,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:38.275,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,17.65,-,1.16,37.36,127.11,71,-,0,0,74,0,18.82,57,19.61,18.43,763.5,84,27.45,1.23,29,4.79,-,-9.72,14,13.99,27,52.94,19.37,8.63,55.26,0,0,0.23,-,-,375,244.18,131.52,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:40.112,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,17.25,0.09,1.11,37.36,127.11,71,0.12,0,0,75,0,18.43,57,19.61,18.43,754.5,84,27.06,1.23,29,4.64,1.12,-9.86,14,13.97,27,54.12,18.52,8.24,54.39,0,1,0.23,-,-,377,244.78,132.76,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:41.999,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,16.86,0.18,1.14,37.36,127.11,71,0.24,0,0.79,75,0,18.43,57,19.61,18.82,749.75,84,28.24,1.23,29,4.79,2.24,-9.72,13.9,13.93,27,53.73,19,8.24,42.64,0,2,0.23,-,-,379,246.65,132.76,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:43.785,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,17.25,0.18,1.13,37.36,127.11,71,0.24,0,1.59,75,0,18.82,57,19.22,18.82,746,84,27.84,1.23,29,4.64,2.24,-9.86,14,13.98,27,52.16,18.82,8.63,59.61,0,0,0.23,-,-,381,247.87,133.33,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:45.714,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,16.47,-,1.1,37.36,127.11,71,-,0,0,75,0,18.43,57,19.22,18.43,764.25,84,26.67,1.23,29,4.64,-,-9.86,13.9,13.99,27,51.76,18.4,8.24,53.08,0,0,0.23,-,-,383,247.87,135.23,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:47.572,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,16.86,-,1.11,37.36,127.11,71,-,0,0,75,0,18.43,57,19.22,18.43,759.75,84,27.06,1.23,29,4.64,-,-9.86,13.9,13.98,27,52.94,18.46,8.24,58.31,0,0,0.23,-,-,385,247.87,137.15,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:49.344,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,15.29,-,1.09,37.36,127.11,71,-,0,0,75,0,17.25,57,19.22,17.65,727.25,84,25.1,1.23,29,4.79,-,-9.72,14,14.1,27,53.73,18.21,7.06,55.69,0,0,0.23,-,-,386,247.87,138.97,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:51.190,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,14.12,-,1.02,37.36,127.11,71,-,0,0,75,0,17.65,57,19.22,18.04,745.25,84,25.1,1.23,29,4.35,-,-10.15,14,13.98,27,53.73,16.93,7.06,55.26,0,0,0.23,-,-,388,247.87,140.79,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:52.985,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,0,-,1.02,37.36,127.11,71,-,0,0,75,0,21.96,57,19.22,21.96,0,84,0,1.23,29,8.12,-,-6.38,12.8,0,27,54.12,16.93,11.37,73.1,0,0,0.23,-,-,390,247.87,142.59,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:55.032,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,0,-,1.02,37.36,127.11,71,-,0,0,75,0,31.76,56,19.22,31.76,0,84,0,1.23,30,14.5,-,0,12.7,0,27,53.73,16.93,21.57,73.1,0,0,0.23,-,-,392,247.87,144.47,-,-,-
GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi),Speed (GPS)(km/h),Speed (OBD)(km/h),Fuel used (trip)(l),Fuel tank pressure(psi),Outside air temperature(°C),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Engine Oil Temperature(°C),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C)
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:46:57.235,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,0,-,1.02,37.36,127.11,71,-,0,0,75,0,31.76,56,19.22,31.76,0,85,0,1.23,31,14.5,-,0,12.7,0,27,53.73,16.93,21.57,73.1,0,0,0.23,-,-,394,247.87,146.76,-,-,-
