Device Time, G(x), G(y), G(z), G(calibrated),
27-2-2014 17:42:50.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:51.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:52.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:53.697,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:54.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:55.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:56.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:57.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:58.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:42:59.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:00.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:01.709,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:02.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:03.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:04.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:05.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:06.707,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:07.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:08.698,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:09.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:10.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:11.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:12.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:13.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:14.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:15.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:16.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:17.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:18.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:19.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:20.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:21.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:22.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:23.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:24.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:25.699,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:26.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:27.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:28.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:29.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:30.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:31.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:32.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:33.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:34.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:35.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:36.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:37.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:38.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:39.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:40.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:41.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:42.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:43.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:44.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:45.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:46.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:47.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:48.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:49.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:50.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:51.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:52.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:53.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:54.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:55.698,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:56.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:57.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:58.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:43:59.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:00.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:01.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:02.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:03.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:04.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:05.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:06.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:07.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:08.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:09.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:10.699,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:11.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:12.697,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:13.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:14.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:15.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:16.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:17.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:18.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:19.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:20.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:21.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:22.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:23.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:24.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:25.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:26.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:27.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:28.699,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:29.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:30.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:31.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:32.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:33.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:34.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:35.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:36.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:37.697,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:38.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:39.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:40.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:41.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:42.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:43.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:44.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:45.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:46.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:47.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:48.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:49.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:50.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:51.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:52.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:53.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:54.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:55.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:56.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:57.697,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:58.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:44:59.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:00.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:01.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:02.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:03.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:04.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:05.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:06.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:07.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:08.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:09.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:10.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:11.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:12.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:13.698,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:14.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:15.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:16.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:17.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:18.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:19.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:20.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:21.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:22.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:23.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:24.710,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:25.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:26.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:27.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:28.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:29.698,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:30.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:31.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:32.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:33.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:34.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:35.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:36.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:37.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:38.699,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:39.699,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:40.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:41.697,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:42.696,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:43.694,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:44.695,8.25,0.19,6.17999983,0.06994313,
27-2-2014 17:45:45.697,8.25,0.19,6.17999983,0.06994313,
