GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi)
Fri Mar 28 13:03:05 KST 2014,28-3-2014 12:58:38.589,127.10917536559829,37.399794856368686,6.725356,10.0,73.0,92.20901,0.18,6.87,7.45,0.05,14.5,10.98,-,1.09,37.4,127.11,73,-,92.21,19.83,75,0,19.22,58,19.22,19.22,1158.5,82,15.69,0.07,30,3.19,-,-11.31,14.2,14.23,26,56.86,18.15,8.63,50.04
Fri Mar 28 13:03:06 KST 2014,28-3-2014 12:58:39.078,127.10926019291315,37.39980720028703,6.5000644,10.0,76.0,93.261604,0.18,6.87,7.45,0.05,14.5,10.59,-,1.09,37.4,127.11,76,-,93.26,19.83,75,0,18.43,58,19.22,18.43,1158.5,82,15.69,0.07,31,3.19,-,-11.31,14.2,14.22,26,56.86,18.15,8.24,50.04
Fri Mar 28 13:03:06 KST 2014,28-3-2014 12:58:39.599,127.10926019291315,37.39980720028703,6.5000644,10.0,76.0,93.261604,0.18,6.87,7.45,0.05,14.5,10.59,-,1.01,37.4,127.11,76,-,93.26,21.49,75,0,18.43,58,19.22,18.43,1063,82,17.25,0.08,31,3.34,-,-11.17,14.2,14.22,26,56.86,16.75,8.24,42.64
Fri Mar 28 13:03:07 KST 2014,28-3-2014 12:58:40.087,127.10934195986839,37.39981865526789,6.0260134,10.0,79.0,92.779305,0.18,6.87,7.45,0.05,14.5,12.55,-,1.01,37.4,127.11,79,-,92.78,21.49,75,0,19.22,58,19.22,18.82,1063,82,17.25,0.08,31,3.34,-,-11.17,14.3,14.29,26,56.86,16.75,8.63,42.64
Fri Mar 28 13:03:07 KST 2014,28-3-2014 12:58:40.615,127.10934195986839,37.39981865526789,6.0260134,10.0,79.0,92.779305,0.18,6.87,7.45,0.05,14.5,12.55,-,1.28,37.4,127.11,79,-,92.78,14.78,75,0,19.22,58,19.22,18.82,1063,82,17.25,0.08,31,3.77,-,-10.73,14.3,14.29,26,53.73,21.32,8.63,48.3
Fri Mar 28 13:03:08 KST 2014,28-3-2014 12:58:41.081,127.10942035892802,37.399824984720404,5.512025,5.0,80.0,93.593735,0.18,6.87,7.45,0.05,14.5,12.55,-,1.28,37.4,127.11,80,-,93.59,14.78,75,0,19.22,58,19.22,19.22,968,82,22.35,0.08,31,3.77,-,-10.73,14.1,14.1,26,53.73,21.32,9.02,48.3
Fri Mar 28 13:03:08 KST 2014,28-3-2014 12:58:41.580,127.10942035892802,37.399824984720404,5.512025,5.0,80.0,93.593735,0.18,6.87,7.45,0.05,14.5,14.9,-,1.28,37.4,127.11,80,-,93.59,14.78,75,0,19.22,58,19.22,19.22,968,82,22.35,0.08,31,3.77,-,-10.73,14.1,14.1,26,53.73,21.32,9.02,47.86
Fri Mar 28 13:03:09 KST 2014,28-3-2014 12:58:42.071,127.10947838869654,37.39981992858269,4.990134,5.0,82.0,95.12866,0.18,6.87,7.45,0.05,14.5,14.9,-,1.25,37.4,127.11,82,-,95.13,13.64,75,0,19.22,58,19.22,19.61,957.25,82,23.53,0.09,31,3.92,-,-10.59,14.2,14.12,26,53.73,20.89,9.02,47.86
Fri Mar 28 13:03:09 KST 2014,28-3-2014 12:58:42.595,127.10947838869654,37.39981992858269,4.990134,5.0,82.0,95.12866,0.18,6.87,7.45,0.05,14.5,16.47,-,1.25,37.4,127.11,82,-,95.13,13.64,75,0,19.61,58,19.22,19.61,957.25,82,23.53,0.09,31,3.92,-,-10.59,14.2,14.12,26,47.06,20.89,9.41,47.86
Fri Mar 28 13:03:10 KST 2014,28-3-2014 12:58:43.095,127.10952644273709,37.39979954573606,3.6155958,10.0,82.0,112.81393,0.18,6.87,7.45,0.05,14.5,16.47,-,1.36,37.4,127.11,82,-,112.81,9.29,75,0,19.61,58,19.22,20,906,82,26.67,0.09,31,4.35,-,-10.15,14.2,14.35,26,47.06,22.6,9.41,49.17
Fri Mar 28 13:03:10 KST 2014,28-3-2014 12:58:43.668,127.10952644273709,37.39979954573606,3.6155958,10.0,82.0,112.81393,0.18,6.87,7.45,0.05,14.5,27.06,-,1.36,37.4,127.11,82,-,112.81,9.29,75,0,24.31,58,23.92,20,906,82,26.67,0.09,31,4.35,-,-10.15,14.3,14.35,26,47.06,22.6,13.33,49.17
Fri Mar 28 13:03:11 KST 2014,28-3-2014 12:58:44.080,127.10957055818803,37.39977830207295,2.684277,10.0,82.0,113.95933,0.18,6.87,7.45,0.05,14.5,27.06,1.88,3.19,37.4,127.11,82,2.52,113.96,3.39,75,0,24.31,58,23.92,20,1603.25,82,40.39,0.09,31,7.11,11.2,-7.4,14.3,14.35,26,47.06,53.11,13.33,49.6
Fri Mar 28 13:03:11 KST 2014,28-3-2014 12:58:44.617,127.10957055818803,37.39977830207295,2.684277,10.0,82.0,113.95933,0.18,6.87,7.45,0.05,14.5,32.55,1.88,3.19,37.4,127.11,82,2.52,113.96,3.39,75,0,31.37,58,27.06,30.59,1603.25,82,40.39,0.09,31,7.11,11.2,-7.4,14.3,14.34,26,47.06,53.11,21.18,49.6
Fri Mar 28 13:03:12 KST 2014,28-3-2014 12:58:45.079,127.10960599082618,37.399742631320535,2.8778682,10.0,85.0,138.9975,0.18,6.87,7.45,0.05,14.5,32.55,1.88,6.16,37.4,127.11,85,2.52,139,1.9,75,0,31.37,58,27.06,30.59,2285,83,40.39,0.1,31,8.56,54.43,-5.95,14.3,14.34,26,48.24,102.7,21.18,47.86
Fri Mar 28 13:03:12 KST 2014,28-3-2014 12:58:45.621,127.10960599082618,37.399742631320535,2.8778682,10.0,85.0,138.9975,0.18,6.87,7.45,0.05,14.5,32.55,13.02,6.16,37.4,127.11,85,17.47,139,1.9,75,0,33.73,58,29.02,33.33,2285,83,49.8,0.1,30,8.56,54.43,-5.95,14.3,14.31,26,48.24,102.7,23.14,47.86
Fri Mar 28 13:03:13 KST 2014,28-3-2014 12:58:46.095,127.1096083120594,37.399690273229176,4.0747466,10.0,85.0,162.66446,0.18,6.87,7.45,0.05,14.5,45.1,13.02,6.16,37.4,127.11,85,17.47,162.66,1.9,75,0,33.73,58,29.02,33.33,2285,83,49.8,0.1,30,11.17,54.43,-3.34,14.3,14.31,26,48.24,122.74,23.14,50.47
Fri Mar 28 13:03:13 KST 2014,28-3-2014 12:58:46.604,127.1096083120594,37.399690273229176,4.0747466,10.0,85.0,162.66446,0.18,6.87,7.45,0.05,14.5,45.1,12.91,7.36,37.4,127.11,85,17.31,162.66,2.2,75,0,33.73,58,29.02,34.9,2020.25,83,59.61,0.11,30,11.17,61.02,-3.34,14.3,14.32,26,48.24,122.74,23.92,50.47
Fri Mar 28 13:03:14 KST 2014,28-3-2014 12:58:47.076,127.10961286394777,37.39962276806923,5.140269,5.0,85.0,166.77397,0.18,6.87,7.45,0.05,14.5,43.14,12.91,7.36,37.4,127.11,85,17.31,166.77,2.2,75,0,34.12,58,29.8,34.9,2020.25,83,59.61,0.11,30,11.17,61.02,-3.34,14.3,14.32,26,49.8,122.74,23.92,50.47
Fri Mar 28 13:03:14 KST 2014,28-3-2014 12:58:47.591,127.10961286394777,37.39962276806923,5.140269,5.0,85.0,166.77397,0.18,6.87,7.45,0.05,14.5,43.14,18.25,8.73,37.4,127.11,85,24.48,166.77,2.27,75,0,34.12,58,29.8,35.69,2209.5,83,68.63,0.11,29,10.59,78.89,-3.92,14.3,14.31,26,49.8,145.58,23.92,48.3
Fri Mar 28 13:03:15 KST 2014,28-3-2014 12:58:48.100,127.10960737465501,37.39957436334123,6.355114,5.0,86.0,169.29944,0.18,6.87,7.45,0.05,14.5,56.86,18.25,8.73,37.4,127.11,86,24.48,169.3,2.27,75,0,36.47,59,30.2,35.69,2209.5,83,68.63,0.11,29,10.59,78.89,-3.92,14.3,14.31,26,49.8,145.58,25.88,48.3
Fri Mar 28 13:03:15 KST 2014,28-3-2014 12:58:48.610,127.10960737465501,37.39957436334123,6.355114,5.0,86.0,169.29944,0.18,6.87,7.45,0.05,14.5,56.86,17.8,8.14,37.4,127.11,86,23.87,169.3,2.99,75,0,36.47,59,30.2,35.69,1656.75,83,77.25,0.12,29,13.49,102.6,-1.02,14.3,14.31,26,49.8,135.65,25.88,40.03
Fri Mar 28 13:03:16 KST 2014,28-3-2014 12:58:49.097,127.10960078920704,37.39951950918494,7.7045193,5.0,86.0,171.60605,0.18,6.87,7.45,0.05,14.5,56.47,17.8,8.14,37.4,127.11,86,23.87,171.61,2.99,75,0,36.86,59,30.2,36.86,1656.75,83,77.25,0.12,29,13.49,102.6,-1.02,14.2,14.28,26,49.8,135.65,26.67,40.03
Fri Mar 28 13:03:16 KST 2014,28-3-2014 12:58:49.625,127.10960078920704,37.39951950918494,7.7045193,5.0,86.0,171.60605,0.18,6.87,7.45,0.05,14.5,56.47,17.8,8.64,37.4,127.11,86,23.87,171.61,3.23,76,0,36.86,59,30.2,36.86,1813.75,83,77.25,0.12,29,13.34,102.6,-1.16,14.2,14.28,26,57.25,144.05,26.67,48.3
Fri Mar 28 13:03:17 KST 2014,28-3-2014 12:58:50.085,127.10960040583429,37.39943711035942,8.354169,5.0,87.0,174.05106,0.18,6.87,7.45,0.05,14.5,56.47,20.35,8.64,37.4,127.11,87,27.29,174.05,3.23,76,0,36.47,59,30.2,36.47,1813.75,83,73.33,0.13,29,13.34,107.15,-1.16,14.2,14.25,26,57.25,144.05,26.27,48.3
Fri Mar 28 13:03:17 KST 2014,28-3-2014 12:58:50.577,127.10960040583429,37.39943711035942,8.354169,5.0,87.0,174.05106,0.18,6.87,7.45,0.05,14.5,51.37,20.35,8.64,37.4,127.11,87,27.29,174.05,3.23,76,0,36.47,59,30.2,36.47,1813.75,83,73.33,0.13,29,12.76,107.15,-1.74,14.2,14.25,26,57.25,144.05,26.27,49.6
Fri Mar 28 13:03:18 KST 2014,28-3-2014 12:58:51.098,127.10960016153825,37.3993390803862,9.331213,10.0,87.0,175.94704,0.18,6.87,7.45,0.05,14.5,51.37,27.46,8.48,37.4,127.11,87,36.82,175.95,3.72,76,0,27.45,59,19.61,34.12,1965.5,83,56.08,0.14,29,12.76,133.4,-1.74,14.2,14.24,26,57.25,141.31,20.78,49.6
Fri Mar 28 13:03:18 KST 2014,28-3-2014 12:58:51.586,127.10960016153825,37.3993390803862,9.331213,10.0,87.0,175.94704,0.18,6.87,7.45,0.05,14.5,18.04,27.46,8.48,37.4,127.11,87,36.82,175.95,31.07,76,0,27.45,59,19.61,34.12,1965.5,83,56.08,0.14,29,4.21,133.4,-10.3,14.2,14.24,26,57.25,19.31,20.78,50.91
Fri Mar 28 13:03:19 KST 2014,28-3-2014 12:58:52.092,127.10960377112013,37.399216959254495,11.194791,10.0,86.0,176.32802,0.18,6.87,7.45,0.05,14.5,18.04,27.46,1.16,37.4,127.11,86,36.82,176.33,31.07,76,0,19.61,59,19.61,19.22,1585.25,83,12.55,0.16,29,4.21,133.4,-10.3,14.2,14.25,26,57.25,19.31,9.41,50.91
Fri Mar 28 13:03:19 KST 2014,28-3-2014 12:58:52.623,127.10960377112013,37.399216959254495,11.194791,10.0,86.0,176.32802,0.18,6.87,7.45,0.05,14.5,10.2,27.46,1.16,37.4,127.11,86,36.82,176.33,31.07,76,0,19.61,59,19.61,19.22,1585.25,83,12.55,0.16,29,3.63,133.4,-10.88,14.2,14.25,26,58.82,19.31,9.41,52.21
Fri Mar 28 13:03:20 KST 2014,28-3-2014 12:58:53.090,127.10960694481086,37.39911392114785,10.998846,10.0,87.0,177.10867,0.18,6.87,7.45,0.05,14.5,10.2,3.17,3.21,37.4,127.11,87,4.25,177.11,11.5,76,0,19.61,59,19.61,32.16,1584.25,83,44.31,0.17,29,3.63,19.09,-10.88,14.2,14.26,26,58.82,53.48,9.41,52.21
Fri Mar 28 13:03:20 KST 2014,28-3-2014 12:58:53.603,127.10960694481086,37.39911392114785,10.998846,10.0,87.0,177.10867,0.18,6.87,7.45,0.05,14.5,40.78,3.17,3.21,37.4,127.11,87,4.25,177.11,11.5,76,0,32.16,59,27.45,32.16,1584.25,83,44.31,0.17,29,3.63,19.09,-10.88,14.2,14.26,26,58.82,53.48,21.96,52.21
Fri Mar 28 13:03:21 KST 2014,28-3-2014 12:58:54.100,127.10960794455652,37.39902052616231,11.205602,10.0,89.0,178.51591,0.18,6.87,7.45,0.05,14.5,40.78,11.62,6.64,37.4,127.11,89,15.58,178.52,5.56,76,0,32.16,59,27.45,32.16,1684.25,83,44.31,0.18,29,11.6,65.87,-2.9,14.2,14.26,26,56.08,110.67,21.96,34.81
Fri Mar 28 13:03:21 KST 2014,28-3-2014 12:58:54.610,127.10960794455652,37.39902052616231,11.205602,10.0,89.0,178.51591,0.18,6.87,7.45,0.05,14.5,44.71,11.62,6.64,37.4,127.11,89,15.58,178.52,5.56,76,0,33.33,59,28.63,33.33,1684.25,83,61.96,0.18,29,11.6,65.87,-2.9,14.2,14.24,26,56.08,110.67,23.14,34.81
Fri Mar 28 13:03:22 KST 2014,28-3-2014 12:58:55.101,127.1096081392084,37.39891983511475,11.637513,10.0,90.0,179.71071,0.18,6.87,7.45,0.05,14.5,44.71,11.62,6.57,37.4,127.11,90,15.58,179.71,5.89,76,0,33.33,59,28.63,33.33,1688.5,83,61.18,0.19,29,11.6,65.87,-2.9,14.2,14.24,26,56.08,109.58,23.14,47.86
Fri Mar 28 13:03:22 KST 2014,28-3-2014 12:58:55.572,127.1096081392084,37.39891983511475,11.637513,10.0,90.0,179.71071,0.18,6.87,7.45,0.05,14.5,44.71,11.62,6.57,37.4,127.11,90,15.58,179.71,5.89,76,0,33.33,59,28.63,33.33,1688.5,83,61.18,0.19,29,11.6,65.87,-2.9,14.2,14.24,26,56.08,109.58,23.14,47.86
Fri Mar 28 13:03:23 KST 2014,28-3-2014 12:58:56.074,127.10960761090752,37.39882162476499,12.331403,5.0,90.0,179.98833,0.18,6.87,7.45,0.05,14.5,44.71,11.62,6.57,37.4,127.11,90,15.58,179.99,5.89,76,0,33.33,59,28.63,33.33,1688.5,83,61.18,0.19,29,11.6,65.87,-2.9,14.2,14.24,26,58.43,109.58,23.14,47.86
Fri Mar 28 13:03:23 KST 2014,28-3-2014 12:58:56.618,127.10960761090752,37.39882162476499,12.331403,5.0,90.0,179.98833,0.18,6.87,7.45,0.05,14.5,44.71,16.55,6.83,37.4,127.11,90,22.19,179.99,5.93,76,0,33.33,59,28.63,33.33,1781.5,83,59.22,0.21,29,11.46,88.69,-3.05,14.2,14.26,26,58.43,113.78,23.14,48.3
Fri Mar 28 13:03:24 KST 2014,28-3-2014 12:58:57.086,127.10960759743605,37.39872024507667,12.865881,5.0,90.0,179.726,0.18,6.87,7.45,0.05,14.5,43.53,16.55,6.83,37.4,127.11,90,22.19,179.73,5.93,76,0,33.33,59,27.84,33.33,1781.5,83,59.22,0.21,29,11.46,88.69,-3.05,14.2,14.26,26,58.43,113.78,23.14,48.3
Fri Mar 28 13:03:24 KST 2014,28-3-2014 12:58:57.581,127.10960759743605,37.39872024507667,12.865881,5.0,90.0,179.726,0.18,6.87,7.45,0.05,14.5,43.53,7.09,2.85,37.4,127.11,90,9.51,179.73,15.15,76,0,33.33,59,27.84,19.22,1836,83,11.37,0.23,29,9.28,36.88,-5.22,14.2,14.26,26,58.43,47.51,23.14,48.3
Fri Mar 28 13:03:25 KST 2014,28-3-2014 12:58:58.089,127.10960719778846,37.398609482244424,13.704849,5.0,90.0,179.96492,0.18,6.87,7.45,0.05,14.5,9.41,7.09,2.85,37.4,127.11,90,9.51,179.96,15.15,76,0,19.22,59,19.22,19.22,1836,83,11.37,0.23,29,9.28,36.88,-5.22,14.2,14.23,26,58.43,47.51,9.02,48.3
Fri Mar 28 13:03:25 KST 2014,28-3-2014 12:58:58.611,127.10960719778846,37.398609482244424,13.704849,5.0,90.0,179.96492,0.18,6.87,7.45,0.05,14.5,9.41,7.09,1.28,37.4,127.11,90,9.51,179.96,34.57,76,0,19.22,59,19.22,19.22,1265.25,83,16.47,0.24,29,3.19,36.88,-11.31,14.2,14.19,26,58.43,21.26,9.02,51.78
Fri Mar 28 13:03:26 KST 2014,28-3-2014 12:58:59.087,127.1096067794043,37.39849188003185,13.5752325,5.0,89.0,179.2568,0.18,6.87,7.45,0.05,14.5,11.37,7.09,1.28,37.4,127.11,89,9.51,179.26,34.57,76,0,19.22,59,19.22,19.22,1265.25,83,16.47,0.24,29,3.19,36.88,-11.31,14.2,14.19,26,58.43,21.26,9.02,51.78
Fri Mar 28 13:03:26 KST 2014,28-3-2014 12:58:59.604,127.1096067794043,37.39849188003185,13.5752325,5.0,89.0,179.2568,0.18,6.87,7.45,0.05,14.5,11.37,7.09,1.21,37.4,127.11,89,9.51,179.26,35.82,76,0,19.22,59,19.22,19.22,1241.5,83,16.08,0.25,29,3.19,36.88,-11.31,14.2,14.19,26,58.04,20.1,9.02,53.08
Fri Mar 28 13:03:27 KST 2014,28-3-2014 12:59:00.085,127.10960536518787,37.398371665122525,13.550873,5.0,87.0,179.4611,0.18,6.87,7.45,0.05,14.5,11.37,7.09,1.21,37.4,127.11,87,9.51,179.46,35.82,76,0,19.22,59,19.61,19.22,1241.5,83,16.08,0.25,29,3.19,36.88,-11.31,14.2,14.2,26,58.04,20.1,8.63,53.08
Fri Mar 28 13:03:27 KST 2014,28-3-2014 12:59:00.579,127.10960536518787,37.398371665122525,13.550873,5.0,87.0,179.4611,0.18,6.87,7.45,0.05,14.5,10.98,7.09,1.21,37.4,127.11,87,9.51,179.46,35.82,76,0,19.22,59,19.61,19.22,1241.5,83,16.08,0.25,29,3.19,36.88,-11.31,14.2,14.2,26,57.65,20.1,8.63,53.08
Fri Mar 28 13:03:28 KST 2014,28-3-2014 12:59:01.082,127.10960380968993,37.398249072784466,13.319015,5.0,85.0,179.46571,0.18,6.87,7.45,0.05,14.5,10.98,-,4.77,37.4,127.11,85,-,179.47,9.06,76,0,19.22,59,19.61,30.59,1467,83,53.73,0.27,29,7.98,-,-6.53,14.2,14.23,26,57.65,79.43,8.63,53.95
Fri Mar 28 13:03:28 KST 2014,28-3-2014 12:59:01.601,127.10960380968993,37.398249072784466,13.319015,5.0,85.0,179.46571,0.18,6.87,7.45,0.05,14.5,50.59,-,4.77,37.4,127.11,85,-,179.47,9.06,76,0,32.16,59,27.45,30.59,1467,83,53.73,0.27,29,7.98,-,-6.53,14.2,14.23,26,57.65,79.43,21.96,53.95
Fri Mar 28 13:03:29 KST 2014,28-3-2014 12:59:02.096,127.1096019482336,37.398127737955534,13.161026,5.0,83.0,179.6092,0.18,6.87,7.45,0.05,14.5,50.59,6.8,5.74,37.4,127.11,83,9.12,179.61,7.37,76,0,32.16,59,27.45,30.59,1345.25,83,73.73,0.29,29,13.05,48.26,-1.45,14.2,14.23,26,57.65,95.63,21.96,54.82
Fri Mar 28 13:03:29 KST 2014,28-3-2014 12:59:02.610,127.1096019482336,37.398127737955534,13.161026,5.0,83.0,179.6092,0.18,6.87,7.45,0.05,14.5,51.37,6.8,5.74,37.4,127.11,83,9.12,179.61,7.37,76,0,35.69,59,27.84,35.69,1345.25,83,73.73,0.29,29,13.05,48.26,-1.45,14.2,14.24,26,57.65,95.63,25.49,54.82
Fri Mar 28 13:03:30 KST 2014,28-3-2014 12:59:03.088,127.10960419332962,37.39800515012312,13.2725725,5.0,79.0,179.37376,0.18,6.87,7.45,0.05,14.5,51.37,6.8,6.31,37.4,127.11,79,9.12,179.37,6.84,76,0,35.69,59,27.84,36.08,1357.25,83,75.69,0.3,29,13.92,48.26,-0.58,14.2,14.21,26,57.65,105.19,25.49,49.17
Fri Mar 28 13:03:30 KST 2014,28-3-2014 12:59:03.609,127.10960419332962,37.39800515012312,13.2725725,5.0,79.0,179.37376,0.18,6.87,7.45,0.05,14.5,54.9,6.8,6.31,37.4,127.11,79,9.12,179.37,6.84,76,0,36.08,59,28.24,36.08,1357.25,83,75.69,0.3,29,13.92,48.26,-0.58,14.2,14.21,26,57.65,105.19,25.88,49.17
Fri Mar 28 13:03:31 KST 2014,28-3-2014 12:59:04.084,127.10960764698333,37.39787826849902,13.259534,5.0,75.0,179.99998,0.18,6.87,7.45,0.05,14.5,54.9,12.82,7.16,37.4,127.11,75,17.2,180,6.16,76,0,36.08,59,28.24,38.43,1380.25,83,100,0.31,28,13.2,88.71,-1.31,14.2,14.21,26,58.04,119.39,25.88,49.6
Fri Mar 28 13:03:31 KST 2014,28-3-2014 12:59:04.605,127.10960764698333,37.39787826849902,13.259534,5.0,75.0,179.99998,0.18,6.87,7.45,0.05,14.5,66.67,12.82,7.16,37.4,127.11,75,17.2,180,6.16,76,0,36.86,59,29.41,38.43,1380.25,83,100,0.31,28,13.2,88.71,-1.31,14.2,14.23,26,58.04,119.39,26.67,49.6
Fri Mar 28 13:03:32 KST 2014,28-3-2014 12:59:05.089,127.10960786528686,37.397748664409576,14.091834,5.0,74.0,180.28754,0.18,6.87,7.45,0.05,14.5,66.67,15.23,8.01,37.4,127.11,74,20.42,180.29,5.73,76,0,36.86,59,29.41,38.43,1376.75,83,100,0.33,28,13.2,105.64,-1.31,14.2,14.23,26,58.04,133.52,26.67,48.3
Fri Mar 28 13:03:32 KST 2014,28-3-2014 12:59:05.603,127.10960786528686,37.397748664409576,14.091834,5.0,74.0,180.28754,0.18,6.87,7.45,0.05,14.5,72.55,15.23,8.01,37.4,127.11,74,20.42,180.29,5.73,76,0,36.86,59,29.8,36.47,1376.75,83,93.73,0.33,28,13.2,105.64,-1.31,14.2,14.24,26,58.04,133.52,26.27,48.3
Fri Mar 28 13:03:33 KST 2014,28-3-2014 12:59:06.094,127.10960492825016,37.39761409093609,14.592688,5.0,73.0,181.0111,0.18,6.87,7.45,0.05,14.5,72.55,15.23,9.03,37.4,127.11,73,20.42,181.01,5.28,76,0,36.86,59,29.8,36.47,1428.25,83,100,0.34,28,13.78,105.64,-0.73,14.2,14.24,26,58.04,150.51,26.27,47.43
Fri Mar 28 13:03:33 KST 2014,28-3-2014 12:59:06.611,127.10960492825016,37.39761409093609,14.592688,5.0,73.0,181.0111,0.18,6.87,7.45,0.05,14.5,71.37,15.23,9.03,37.4,127.11,73,20.42,181.01,5.28,76,0,37.65,59,29.8,38.04,1428.25,83,100,0.34,28,13.78,105.64,-0.73,14.2,14.21,26,58.04,150.51,27.45,47.43
Fri Mar 28 13:03:34 KST 2014,28-3-2014 12:59:07.093,127.10960356540632,37.39747524658031,14.882974,5.0,72.0,180.72148,0.18,6.87,7.45,0.05,14.5,71.37,15.23,9.16,37.4,127.11,72,20.42,180.72,5.4,76,0,37.65,59,29.8,38.04,1456,83,100,0.34,28,13.34,116.84,-1.16,14.2,14.21,26,59.22,152.64,27.45,45.69
Fri Mar 28 13:03:34 KST 2014,28-3-2014 12:59:07.596,127.10960356540632,37.39747524658031,14.882974,5.0,72.0,180.72148,0.18,6.87,7.45,0.05,14.5,71.37,17.82,9.16,37.4,127.11,72,23.89,180.72,5.4,76,0,37.65,59,29.8,37.65,1456,83,100,0.36,28,13.34,116.84,-1.16,14.2,14.18,26,59.22,152.64,27.45,45.69
Fri Mar 28 13:03:35 KST 2014,28-3-2014 12:59:08.073,127.10960328849225,37.39732961831042,15.350152,5.0,71.0,180.21509,0.18,6.87,7.45,0.05,14.5,71.76,17.82,9.16,37.4,127.11,71,23.89,180.22,5.4,76,0,38.04,59,30.2,37.65,1456,83,100,0.36,28,13.34,116.84,-1.16,14.2,14.18,26,59.22,152.64,27.45,45.69
Fri Mar 28 13:03:35 KST 2014,28-3-2014 12:59:08.577,127.10960328849225,37.39732961831042,15.350152,5.0,71.0,180.21509,0.18,6.87,7.45,0.05,14.5,71.76,13.69,9.74,37.4,127.11,71,18.36,180.22,5.27,76,0,38.04,59,30.2,37.65,1555.75,83,98.82,0.38,28,13.49,84.05,-1.02,14.2,14.18,26,60,162.33,27.45,48.3
Fri Mar 28 13:03:36 KST 2014,28-3-2014 12:59:09.089,127.10960847030778,37.397177770482294,15.936398,10.0,70.0,179.23921,0.18,6.87,7.45,0.05,14.5,51.76,13.69,9.74,37.4,127.11,70,18.36,179.24,5.27,76,0,35.29,59,28.63,38.04,1555.75,83,98.82,0.38,28,13.49,84.05,-1.02,14.1,14.23,26,60,162.33,25.49,48.3
Fri Mar 28 13:03:36 KST 2014,28-3-2014 12:59:09.609,127.10960847030778,37.397177770482294,15.936398,10.0,70.0,179.23921,0.18,6.87,7.45,0.05,14.5,51.76,13.69,5.35,37.4,127.11,70,18.36,179.24,9.92,76,0,35.29,59,28.63,38.04,1557.5,83,98.82,0.4,28,11.89,53.24,-2.61,14.1,14.23,26,60,89.17,25.49,48.73
Fri Mar 28 13:03:37 KST 2014,28-3-2014 12:59:10.096,127.10961724233108,37.39702664403223,16.046053,10.0,70.0,177.99245,0.18,6.87,7.45,0.05,14.5,51.76,8.68,5.35,37.4,127.11,70,11.64,177.99,9.92,76,0,32.16,59,28.24,32.16,1557.5,83,57.25,0.4,28,11.89,53.24,-2.61,14.2,14.25,26,60.39,89.17,21.96,48.73
Fri Mar 28 13:03:37 KST 2014,28-3-2014 12:59:10.605,127.10961724233108,37.39702664403223,16.046053,10.0,70.0,177.99245,0.18,6.87,7.45,0.05,14.5,41.57,8.68,5.35,37.4,127.11,70,11.64,177.99,9.92,76,0,32.16,59,28.24,32.16,1557.5,83,57.25,0.4,28,11.75,53.24,-2.76,14.2,14.25,26,60.39,97.88,21.96,46.12
Fri Mar 28 13:03:38 KST 2014,28-3-2014 12:59:11.090,127.10962615519634,37.39687331775548,16.387495,25.0,69.0,177.95508,0.18,6.87,7.45,0.05,14.5,41.57,8.47,5.87,37.4,127.11,69,11.36,177.96,9.19,76,0,32.16,59,28.24,32.55,1567.25,83,59.22,0.42,28,11.75,51.6,-2.76,14.2,14.24,26,60.39,97.88,21.96,46.12
Fri Mar 28 13:03:38 KST 2014,28-3-2014 12:59:11.614,127.10962615519634,37.39687331775548,16.387495,25.0,69.0,177.95508,0.18,6.87,7.45,0.05,14.5,47.06,8.47,5.87,37.4,127.11,69,11.36,177.96,9.19,76,0,33.73,59,28.63,32.55,1567.25,83,59.22,0.42,28,11.75,51.6,-2.76,14.2,14.24,26,60.39,97.88,23.53,46.12
Fri Mar 28 13:03:39 KST 2014,28-3-2014 12:59:12.083,127.10963500882885,37.396721344504165,16.592892,15.0,70.0,178.28824,0.18,6.87,7.45,0.05,14.5,47.06,8.47,6.4,37.4,127.11,70,11.36,178.29,8.57,76,0,33.73,59,28.63,33.73,1586.5,83,63.53,0.44,28,12.47,51.6,-2.03,14.2,14.24,26,58.04,106.72,23.53,48.3
